Ранг ГЛ;Ранг РУ;Уровень;По-английски;По-французски;Инфинитив;Подробности;Разговорный;Неправильный;Группа ;Суффикс спряжения;Совершенный вид;Пара аспектов;Возвратный;Движение;Я;Ты;Он/Она/Оно;Мы;Вы;Они;Повелительное накл. 1;Повелительное накл. 2;Деепричастие Наст. время;Деепричастие Прош. время;Действит. причастие Наст. время;Действит. причастие Прош. время;Страдат. причастие Наст. время;Страдат. причастие Прош. время
1656;8468;C2;"be / look like; resemble";ressembler (à);походить;;;;;;совер.;ходить/походить;not reflexive;movement;похожу;походишь;походит;походите;походим;походят;походи;походите;походя;походив;походящий;походивший;походящий;походивший
1657;8472;C2;"(re)sound; be heard";retentir;раздаваться;;;;;;несовер.;раздаваться/раздаться;reflexive;not movement;раздаюсь;раздаёшься;раздаётся;раздаётесь;раздаёмся;раздаются;;;;;раздающийся;раздававшийся;раздающийся;раздававшийся
10000;10000;C2;"(re)sound; be heard";retentir;раздаться;;;неправ.;;;совер.;раздаваться/раздаться;reflexive;not movement;раздамся;раздашься;раздастся;раздадитесь;раздадимся;раздадутся;раздайся;раздайтесь;ся;раздав, *раздавшись;;раздавшийся;;розданный, *разданныйся
1658;8477;C2;do;faire;поделать;;;;;;совер.;;not reflexive;not movement;поделаю;поделаешь;поделает;поделаете;поделаем;поделают;поделай;поделайте;;поделав;;поделавший;;
1659;8489;C2;"spare; give";"donner; accorder";уделять;;;;;;несовер.;уделять/уделить;not reflexive;not movement;уделяю;уделяешь;уделяет;уделяете;уделяем;уделяют;уделяй;уделяйте;уделяя;уделяв;уделяющий;уделявший;уделяемый;
10000;10000;C2;"spare; give";"donner; accorder";уделить;;;неправ.;;;совер.;уделять/уделить;not reflexive;not movement;уделю;уделишь;уделит;уделите;уделим;уделят;удели;уделите;;уделив, *уделивши;;уделивший;;уделённый
1660;8490;C2;"take (along); bring";reconduire;разводить;;;;;;несовер.;разводить/развести;not reflexive;not movement;развожу;разводишь;разводит;разводите;разводим;разводят;разводи;разводите;разводя;разводив;разводящий;разводивший;;
10000;10000;C2;"take (along); bring";reconduire;развести;;;неправ.;;;совер.;разводить/развести;not reflexive;not movement;разведу;разведёшь;разведёт;разведёте;разведём;разведут;разведи;разведите;;разведя, *развёдши;;развёдший;;разведённый
1661;8497;C2;"be; stand";se trouver (situation);обстоять;;;;;;несовер.;;not reflexive;movement;обстою;обстоишь;обстоит;обстоите;обстоим;обстоят;;;обстоя;обстояв;обстоящий;обстоявший;обстоящий;обстоявший
1662;8519;C2;"go away; disperse";"s'en aller; s'éloigner";разойтись;;;неправ.;;;совер.;расходиться/разойтись;reflexive;movement aspect unset;;;;;;;;;;;;;;
1663;8527;C2;"happen; go on";"se faire; se passer";твориться;;;;;;несовер.;твориться/сотвориться;reflexive;not movement;творюсь;творишься;творится;творитесь;творимся;творятся;творись;творитесь;творясь;творившись;творящийся;творившийся;творящийся;творившийся
10000;10000;C2;"create; do";"créer; faire";сотвориться;;;;;;совер.;твориться/сотвориться;reflexive;not movement;сотворюсь;сотворишься;сотворится;сотворитесь;сотворимся;сотворятся;сотворись;сотворитесь;;сотворившись, сотворясь;;сотворившийся;;
1664;8536;C2;thirst (for, after);"avoir soif de; avoir soif";жаждать;;;;;;несовер.;;not reflexive;movement;жажду;жаждешь;жаждет;жаждете;жаждем;жаждут;жажди;жаждите;жаждая;жаждав;жаждущий;жаждавший;;
1665;8543;C2;tell;"dire; raconter";поведать;;;;;;совер.;поведывать/поведать;not reflexive;not movement;поведаю;поведаешь;поведает;поведаете;поведаем;поведают;поведай;поведайте;;поведав;;поведавший;;поведанный
10000;10000;C2;tell;"dire; raconter";поведывать;;;;;;perfective aspect unset;поведывать/поведать;not reflexive;not movement;поведываю;поведываешь;поведывает;поведываете;поведываем;поведывают;поведывай;поведывайте;поведывая;поведывав, *поведывавши;поведывающий;поведывавший;поведываемый;
1666;8549;C2;"step; tread";marcher;ступать;;;;;;несовер.;ступать/ступить;not reflexive;movement;ступаю;ступаешь;ступает;ступаете;ступаем;ступают;ступай;ступайте;ступая;ступав;ступающий;ступавший;ступающий;ступавший
10000;10000;C2;"step; tread";marcher;ступить;;;;;;совер.;ступать/ступить;not reflexive;movement;ступлю;ступишь;ступит;ступите;ступим;ступят;ступи;ступите;;ступив, *ступивши;;ступивший;;
1667;8556;C2;"say; read";annoncer;гласить;;;;;;несовер.;;not reflexive;movement;глашу;гласишь;гласит;гласите;гласим;гласят;гласи;гласите;глася;гласив;гласящий;гласивший;;
1668;8558;C2;cast a glance (at);"jeter des regards sur; sur";поглядывать;;;;;;несовер.;;not reflexive;movement;поглядываю;поглядываешь;поглядывает;поглядываете;поглядываем;поглядывают;поглядывай;поглядывайте;поглядывая;поглядывав;поглядывающий;поглядывавший;поглядывающий;поглядывавший
1669;8560;C2;tell (on / upon);"se donner pour; se faire passer pour";сказываться;;;;;;несовер.;сказываться/сказаться;reflexive;not movement;;;сказывается;;;сказываются;;;;;сказывающийся;сказывавшийся;сказывающийся;сказывавшийся
10000;10000;C2;tell (on / upon);"se donner pour; se faire passer pour";сказаться;;;;;;совер.;сказываться/сказаться;reflexive;not movement;скажусь;скажешься;скажется;скажетесь;скажемся;скажутся;скажись;скажитесь;ся;сказав, *сказавшись;;сказавшийся;;сказанныйся
1670;8576;C2;"carry; drag";"porter; traîner";таскать;;;;;;несовер.;таскать/вытаскать;not reflexive;not movement;таскаю;таскаешь;таскает;таскаете;таскаем;таскают;таскай;таскайте;таская;таскав;таскающий;таскавший;таскаемый;тасканный
10000;10000;C2;pull out;;вытаскать;;;;;;совер.;таскать/вытаскать;not reflexive;not movement;вытаскаю;вытаскаешь;вытаскает;вытаскаете;вытаскаем;вытаскают;вытаскай;вытаскайте;;вытаскав, *вытаскавши;;вытаскавший;;вытасканный
1671;8581;C2;"appear; be seen";"se voir; voir on";виднеться;;;;;;несовер.;;reflexive;not movement;виднеюсь;виднеешься;виднеется;виднеетесь;виднеемся;виднеются;виднейся;виднейтесь;виднеясь;видневшись;виднеющийся;видневшийся;виднеющийся;видневшийся
1672;8584;C2;"grant (to); bestow";"conférer à; faire cadeau de à";пожаловать;;;;;;совер.;жаловать/пожаловать;not reflexive;not movement;пожалую;пожалуешь;пожалует;пожалуете;пожалуем;пожалуют;пожалуй;пожалуйте;;пожаловав;;пожаловавший;;
10000;10000;C2;"grant (to); bestow";"octroyer à; gratifier";жаловать;;;;;;несовер.;жаловать/пожаловать;not reflexive;not movement;жалую;жалуешь;жалует;жалуете;жалуем;жалуют;жалуй;жалуйте;жалуя;жаловав, *жаловавши;жалующий;жаловавший;жалуемый;-
1673;8586;C2;"nourish; feed";nourrir;питать;;;;;;несовер.;питать/напитать;not reflexive;not movement;питаю;питаешь;питает;питаете;питаем;питают;питай;питайте;питая;питав;питающий;питавший;питаемый;питанный
10000;10000;C2;"nourish; feed";"donner à manger à; rassasier";напитать;;;;;;совер.;питать/напитать;not reflexive;not movement;напитаю;напитаешь;напитает;напитаете;напитаем;напитают;напитай;напитайте;;напитав, *напитавши;;напитавший;;напитанный
1674;8590;C2;"drag; pull";"entraîner; attirer";влечь;;;неправ.;;;несовер.;;not reflexive;not movement;влеку;влечёшь;влечёт;влечёте;влечём;влекут;влеки;влеките;;влекши, влёкши;влекущий;влекший, влёкший;;влечённый
1675;8598;C2;"romp; play";"s'ébattre; faire du bruit";возиться;;;;;;несовер.;возиться/повозиться;reflexive;not movement;вожусь;возишься;возится;возитесь;возимся;возятся;возись;возитесь;возясь;возившись;возящийся;возившийся;возящийся;возившийся
10000;10000;C2;"romp; play";"s'ébattre; faire du bruit";повозиться;;;;;;совер.;возиться/повозиться;reflexive;not movement;повожусь;повозишься;повозится;повозитесь;повозимся;повозятся;повозись;повозитесь;;повозившись, повозясь;;повозившийся;;
1676;8600;C2;"sat / repeat over and over again; reiterate";répéter;твердить;;;;;;несовер.;;not reflexive;not movement;твержу;твердишь;твердит;твердите;твердим;твердят;тверди;твердите;твердя;твердив;твердящий;твердивший;;тверженный
1677;8613;C2;"toss; rush about";"s'agiter; se démener";метаться;;;;;;несовер.;метаться/метнуть;reflexive;not movement;мечусь;мечешься;мечется;мечетесь;мечемся;мечутся;мечись;мечитесь;мечась;метавшись;мечущийся;метавшийся;мечущийся;метавшийся
10000;10000;C2;"throw; cast";"lancer; jeter";метнуть;;;;;;совер.;метаться/метнуть;not reflexive;not movement;метну;метнёшь;метнёт;метнёте;метнём;метнут;метни;метните;;метнув, *метнувши;;метнувший;;-
1678;8616;C2;meet;"se réunir; se rassembler";сойтись;;;неправ.;;;совер.;сходиться/сойтись;reflexive;movement;сойдусь;сойдёшься;сойдётся;сойдётесь;сойдёмся;сойдутся;сойдись;сойдитесь;ся;сойдясь;;сошедший;;
1679;8617;C2;know;"administrer; diriger";ведать;;;;;;несовер.;;not reflexive;not movement;ведаю;ведаешь;ведает;ведаете;ведаем;ведают;ведай;ведайте;ведая;ведав;ведающий;ведавший;ведаемый;веданный
1680;8623;C2;hear;"entendre; entendre dire";слыхать;;;;;;несовер.;;not reflexive;not movement;;;;;;;;;;слыхав;;слыхавший;;
1681;8625;C2;"find; gain";trouver;обретать;;;;;;несовер.;обретать/обрести;not reflexive;not movement;обретаю;обретаешь;обретает;обретаете;обретаем;обретают;обретай;обретайте;обретая;обретав;обретающий;обретавший;обретаемый;
10000;10000;C2;"find; gain";trouver;обрести;;;неправ.;;;совер.;обретать/обрести;not reflexive;not movement;обрету;обретёшь;обретёт;обретёте;обретём;обретут;обрети;обретите;;обретя, *обретши;;обретший;;обретённый
1682;8631;C2;"seem; appear";sembler;думаться;;;;;;несовер.;думаться/подумать;reflexive;not movement;;;думается;;;;;;;;;;;
1683;8632;C2;"to drag the feet; to carry a burden";traîner (les pieds);переть;;;;;;несовер.;;not reflexive;not movement;пру;прёшь;прёт;прёте;прём;прут;при;прите;;пёрши;прущий;пёрший;;
1684;8638;C2;"flow together; interflow";confluer;сливаться;;;;;;несовер.;сливаться/слиться;reflexive;not movement;сливаюсь;сливаешься;сливается;сливаетесь;сливаемся;сливаются;сливайся;сливайтесь;сливаясь;сливавшись;сливающийся;сливавшийся;сливающийся;сливавшийся
10000;10000;C2;"flow together; interflow";confluer;слиться;;;;;;совер.;сливаться/слиться;reflexive;not movement;сольюсь;сольёшься;сольётся;сольётесь;сольёмся;сольются;слейся;слейтесь;;слившись;;слившийся;;
1685;8640;C2;"through down; bring down";"faire tomber; renverser";валить;;;неправ.;;;несовер.;валить/повалить;not reflexive;not movement;валю;валишь;валит;валите;валим;валят;вали;валите;валя;валив;валящий;валивший;;валенный
10000;10000;C2;"through down; bring down";"faire tomber; renverser";повалить;;;неправ.;;;совер.;валить/повалить;not reflexive;movement;повалю;повалишь;повалит;повалите;повалим;повалят;повали;повалите;;повалив, *поваливши;;поваливший;;
1686;8671;C2;"throw down; drop";"jeter (bas); précipiter";сбрасывать;;;;;;несовер.;сбрасывать/сбросить;not reflexive;not movement;сбрасываю;сбрасываешь;сбрасывает;сбрасываете;сбрасываем;сбрасывают;сбрасывай;сбрасывайте;сбрасывая;сбрасывав;сбрасывающий;сбрасывавший;сбрасываемый;
10000;10000;C2;"throw down; drop";"jeter (bas); précipiter";сбросить;;;;;;совер.;сбрасывать/сбросить;not reflexive;not movement;сброшу;сбросишь;сбросит;сбросите;сбросим;сбросят;сбрось;сбросьте;;сбросив, *сбросивши;;сбросивший;;сброшенный
1687;8678;C2;tie (to, on);навязать I;навязывать;;;;;;несовер.;навязывать/навязать;not reflexive;not movement;навязываю;навязываешь;навязывает;навязываете;навязываем;навязывают;навязывай;навязывайте;навязывая;;навязывающий;навязывавший;навязываемый;
10000;10000;C2;stick;tricoter;навязать;;;;;;несовер.;навязать/навязывать;not reflexive;not movement;;;;;;;навяжи;навяжите;;навязав, *навязавши;;навязавший;;навязанный
1688;8680;C2;"obey (to); submit (to)";"obéir; se soumettre";повиноваться;;;;;;не/совер.;;reflexive;not movement;повинуюсь;повинуешься;повинуется;повинуетесь;повинуемся;повинуются;повинуйся;повинуйтесь;повинуясь;повиновавшись;повинующийся;повиновавшийся;повинующийся;повиновавшийся
1689;8687;C2;ache;faire mal (à, causer une douleur);ныть;;;;;;несовер.;;not reflexive;movement;ною;ноешь;ноет;ноете;ноем;ноют;ной;нойте;ноя;ныв;ноющий;нывший;ноющий;нывший
1690;8690;C2;"seize; lay hold (of)";saisir;схватиться;;;;;;совер.;схватываться/схватиться;reflexive;not movement;схвачусь;схватишься;схватится;схватитесь;схватимся;схватятся;схватись;схватитесь;;схватившись;;схватившийся;;
10000;10000;C2;"seize; lay hold (of)";saisir;схватываться;;;;;;несовер.;схватываться/схватиться;reflexive;not movement;схватываюсь;схватываешься;схватывается;схватываетесь;схватываемся;схватываются;схватывайся;схватывайтесь;схватываясь;схватывавшись;схватывающийся;схватывавшийся;схватывающийся;схватывавшийся
1691;8741;C2;"interpret; expound";"interpréter; commenter";толковать;;;;;;несовер.;толковать/истолковать;not reflexive;not movement;толкую;толкуешь;толкует;толкуете;толкуем;толкуют;толкуй;толкуйте;толкуя;толковав;толкующий;толковавший;толкуемый;
10000;10000;C2;"interpret; expound";"interpréter; commenter";истолковать;;;;;;совер.;толковать/истолковать;not reflexive;not movement;истолкую;истолкуешь;истолкует;истолкуете;истолкуем;истолкуют;истолкуй;истолкуйте;;истолковав, *истолковавши;;истолковавший;;истолкованный
1692;8748;C2;break / get away / loose;tomber;срываться;;;;;;несовер.;срываться/сорваться;reflexive;not movement;;;срывается;;;срываются;;;;;срывающийся;срывавшийся;срывающийся;срывавшийся
10000;10000;C2;break / get away / loose;tomber;сорваться;;;;;;совер.;срываться/сорваться;reflexive;not movement;сорвусь;сорвёшься, сорвешься;сорвётся, сорвется;сорвётесь, сорветесь;сорвёмся, сорвемся;сорвутся;сорвись;сорвитесь;;сорвавшись;;сорвавшийся;;
1693;8765;C2;"cry out; bawl";(hurler, jeter pousser) les hauts cris;вопить;;;;;;несовер.;;not reflexive;movement;воплю;вопишь;вопит;вопите;вопим;вопят;вопи;вопите;вопя;вопив;вопящий;вопивший;вопящий;вопивший
1694;8781;C2;break away / free / out / loose (from);"s'échapper; échapper";вырываться;;;;;;несовер.;вырываться/вырваться;reflexive;not movement;вырываюсь;вырываешься;вырывается;вырываетесь;вырываемся;вырываются;вырывайся;вырывайтесь;вырываясь;вырывавшись;вырывающийся;вырывавшийся;вырывающийся;вырывавшийся
10000;10000;C2;break away / free / out / loose (from);"s'échapper; échapper";вырваться;;;;;;совер.;вырываться/вырваться;reflexive;not movement;вырвусь;вырвешься;вырвется;вырветесь;вырвемся;вырвутся;вырвись;вырвитесь;;вырвавшись;;вырвавшийся;;
1695;8783;C2;appear (before);comparaître;представать;;;;;;несовер.;представать/предстать;not reflexive;movement;предстаю;предстаёшь;предстаёт;предстаёте;предстаём;предстают;представай;представайте;представая;представав;предстающий;представавший;предстающий;представавший
10000;10000;C2;appear (before);"apparaître; comparaître";предстать;;;;;;совер.;представать/предстать;not reflexive;movement;предстану;предстанешь;предстанет;предстанете;предстанем;предстанут;предстань;предстаньте;;представ, *представши;;представший;;
1696;8784;C2;"motivate; give reasons (for)";"motiver; exposer les motifs de";мотивировать;;;;;;не/совер.;;not reflexive;not movement;мотивирую;мотивируешь;мотивирует;мотивируете;мотивируем;мотивируют;мотивируй;мотивируйте;мотивируя;мотивировав;мотивирующий;мотивировавший;мотивируемый;мотивированный
1697;8796;C2;"scrutinize; take a good look (at)";"scruter du regard; regarder fixement attentivement";всматриваться;;;;;;несовер.;всматриваться/всмотреться;reflexive;movement aspect unset;;;;;;;;;;;;;;
10000;10000;C2;"scrutinize; take a good look (at)";"scruter du regard; regarder fixement attentivement";всмотреться;;;;;;совер.;всматриваться/всмотреться;reflexive;not movement;всмотрюсь;всмотришься;всмотрится;всмотритесь;всмотримся;всмотрятся;всмотрись;всмотритесь;всмотрясь;всмотревшись;всмотрящийся;всмотревшийся;всмотрящийся;всмотревшийся
1698;8797;C2;"have occasion (to); chance (to)";оборотом;доводиться;;;;;;несовер.;доводиться/довестись;reflexive;not movement;довожусь;доводишься;доводится;доводитесь;доводимся;доводятся;доводись;доводитесь;доводясь;доводившись;доводящийся;доводившийся;доводящийся;доводившийся
10000;10000;C2;"have occasion (to); chance (to)";оборотом;довестись;;разг.;;;;совер.;доводиться/довестись;reflexive;not movement;;;;;;;;;;;;;;
1699;8805;C2;"gnaw; nibble";"ronger; croquer";грызть;;;;;;несовер.;;not reflexive;not movement;грызу;грызёшь;грызёт;грызёте;грызём;грызут;грызи;грызите;грызя;грызши;грызущий;грызший;;грызенный
1700;8811;C2;"discover; uncover";"montrer; faire voir";выявлять;;;;;;несовер.;выявлять/выявить;not reflexive;not movement;выявляю;выявляешь;выявляет;выявляете;выявляем;выявляют;выявляй;выявляйте;выявляя;выявляв;выявляющий;выявлявший;выявляемый;
10000;10000;C2;"discover; uncover";"montrer; faire voir";выявить;;;;;;совер.;выявлять/выявить;not reflexive;not movement;выявлю;выявишь;выявит;выявите;выявим;выявят;выяви;выявите;;выявив, *выявивши;;выявивший;;выявленный
1701;8818;C2;"roar; rage";"être en furie; se déchaîner";бушевать;;;;;;несовер.;;not reflexive;movement;бушую;бушуешь;бушует;бушуете;бушуем;бушуют;бушуй;бушуйте;бушуя;бушевав;бушующий;бушевавший;бушующий;бушевавший
1702;8821;C2;identify;identifier;идентифицировать;;;;;;не/совер.;;not reflexive;not movement;идентифицирую;идентифицируешь;идентифицирует;идентифицируете;идентифицируем;идентифицируют;идентифицируй;идентифицируйте;идентифицируя;идентифицировав;идентифицирующий;идентифицировавший;идентифицируемый;идентифицированный
1703;8831;C2;drive in / off;"faire entrer; pousser";загонять;;;;;;несовер.;загонять/загнать;not reflexive;movement;загоняю;загоняешь;загоняет;загоняете;загоняем;загоняют;загоняй;загоняйте;загоняя;загоняв;загоняющий;загонявший;загоняемый;
10000;10000;C2;drive in / off;"faire entrer; pousser";загнать;;;;;;совер.;загонять/загнать;not reflexive;not movement;загоню;загонишь;загонит;загоните;загоним;загонят;загони;загоните;;загнав, *загнавши;;загнавший;;загнанный
1704;8834;C2;"thrust oneself upon / on; proffer oneself (for)";"s'attirer; se faire inviter pour";напрашиваться;;;;;;несовер.;напрашиваться/напроситься;reflexive;not movement;;;напрашивается;;;напрашиваются;;;;;напрашивающийся;напрашивавшийся;напрашивающийся;напрашивавшийся
10000;10000;C2;"thrust oneself upon / on; proffer oneself (for)";"s'attirer; se faire inviter pour";напроситься;;;;;;совер.;напрашиваться/напроситься;reflexive;not movement;напрошусь;напросишься;напросится;напроситесь;напросимся;напросятся;напросись;напроситесь;напросясь;напросив, *просившись;напросящийся;напросившийся;на*просимыйся;напрошенныйся
1705;8835;C2;"value; prize";"faire cas de; attacher du prix à";дорожить;;;неправ.;;;несовер.;;not reflexive;not movement;дорожу;дорожишь;дорожит;дорожите;дорожим;дорожат;дорожи;дорожите;дорожа;дорожив;дорожащий;дороживший;дорожащий;дороживший
1706;8840;C2;"erect; raise";"élever; ériger";возводить;;;;;;несовер.;возводить/возвести;not reflexive;not movement;возвожу;возводишь;возводит;возводите;возводим;возводят;возводи;возводите;возводя;возводив;возводящий;возводивший;возводимый;
10000;10000;C2;"erect; raise";"élever; ériger";возвести;;;неправ.;;;совер.;возводить/возвести;not reflexive;not movement;возведу;возведёшь;возведёт;возведёте;возведём;возведут;возведи;возведите;;возведя, *возведши;;возведший;;возведённый
1707;8843;C2;"perceive; come / get to know";"connaître; concevoir";познавать;;;;;;несовер.;познавать/познать;not reflexive;not movement;познаю;познаёшь;познаёт;познаёте;познаём;познают;познавай;познавайте;познавая;познавав;познающий;познававший;познаваемый;
10000;10000;C2;"perceive; come / get to know";"connaître; concevoir";познать;;;;;;совер.;познавать/познать;not reflexive;not movement;познаю;познаешь;познает;познаете;познаем;познают;познай;познайте;;познав, *познавши;;познавший;;познанный
1708;8844;C2;"draw; scoop";puiser;черпать;;;;;;несовер.;черпать/черпнуть;not reflexive;not movement;черпаю;черпаешь;черпает;черпаете;черпаем;черпают;черпай;черпайте;черпая;черпав;черпающий;черпавший;черпаемый;черпанный
10000;10000;C2;"draw; scoop";puiser;черпнуть;;;;;;совер.;черпать/черпнуть;not reflexive;movement;черпну;черпнёшь;черпнёт;черпнёте;черпнём;черпнут;черпни;черпните;;черпнув, *черпнувши;;черпнувший;;
1709;8849;C2;"rejoice; exult";"jubiler; être en liesse";ликовать;;;;;;несовер.;;not reflexive;movement;ликую;ликуешь;ликует;ликуете;ликуем;ликуют;ликуй;ликуйте;ликуя;ликовав;ликующий;ликовавший;ликующий;ликовавший
1710;8852;C2;"accumulate; assemble";найти в себе;набираться;;;;;;несовер.;набираться/набраться;reflexive;not movement;набираюсь;набираешься;набирается;набираетесь;набираемся;набираются;набирайся;набирайтесь;набираясь;набиравшись;набирающийся;набиравшийся;набирающийся;набиравшийся
10000;10000;C2;"accumulate; assemble";найти в себе;набраться;;;;;;совер.;набираться/набраться;reflexive;not movement;наберусь;наберёшься;наберётся;наберётесь;наберёмся;наберутся;наберись;наберитесь;;набравшись;;набравшийся;;
1711;8855;C2;"stuff smth. (with); fill smth. (with)";"bourrer; remplir";набивать;;;;;;несовер.;набивать/набить;not reflexive;not movement;набиваю;набиваешь;набивает;набиваете;набиваем;набивают;набивай;набивайте;набивая;набивав;набивающий;набивавший;набиваемый;
10000;10000;C2;"stuff smth. (with); fill smth. (with)";"bourrer; remplir";набить;;;;;;совер.;набивать/набить;not reflexive;not movement;набью;набьёшь;набьёт;набьёте;набьём;набьют;набей;набейте;;набив, *набивши;;набивший;;набитый
1712;8857;C2;"beat out; knock out";"casser; enfoncer";выбивать;;;;;;несовер.;выбивать/выбить;not reflexive;not movement;выбиваю;выбиваешь;выбивает;выбиваете;выбиваем;выбивают;выбивай;выбивайте;выбивая;выбивав;выбивающий;выбивавший;выбиваемый;
10000;10000;C2;"beat out; knock out";"casser; enfoncer";выбить;;;;;;совер.;выбивать/выбить;not reflexive;not movement;выбью;выбьешь;выбьет;выбьете;выбьем;выбьют;выбей;выбейте;;выбив, *выбивши;;выбивший;;выбитый
1713;8860;C2;"remember; recall";"se rappeler; se souvenir de";припоминать;;;;;;несовер.;припоминать/припомнить;not reflexive;not movement;припоминаю;припоминаешь;припоминает;припоминаете;припоминаем;припоминают;припоминай;припоминайте;припоминая;припоминав;припоминающий;припоминавший;припоминаемый;
10000;10000;C2;get even (with);"se rappeler; se souvenir de";припомнить;;;;;;совер.;припоминать/припомнить;not reflexive;not movement;припомню;припомнишь;припомнит;припомните;припомним;припомнят;припомни;припомните;;припомнив, *припомнивши;;припомнивший;;припомненный
1714;8861;C2;"dig (in); burrow (in)";"fouiller; farfouiller";рыться;;;;;;несовер.;рыться/порыться;reflexive;not movement;роюсь;роешься;роется;роетесь;роемся;роются;ройся;ройтесь;роясь;рывшись;роющийся;рывшийся;роющийся;рывшийся
10000;10000;C2;"dig (in); burrow (in)";"fouiller; farfouiller";порыться;;;;;;совер.;рыться/порыться;reflexive;not movement;пороюсь;пороешься;пороется;пороетесь;пороемся;пороются;поройся;поройтесь;;порывшись;;порывшийся;;
1715;8863;C2;"subdue; subjugate";"soumettre; subordonner";подчинять;;;;;;несовер.;подчинять/подчинить;not reflexive;not movement;подчиняю;подчиняешь;подчиняет;подчиняете;подчиняем;подчиняют;подчиняй;подчиняйте;подчиняя;подчиняв;подчиняющий;подчинявший;подчиняемый;
10000;10000;C2;"subdue; subjugate";"soumettre; subordonner";подчинить;;;;;;совер.;подчинять/подчинить;not reflexive;not movement;подчиню;подчинишь;подчинит;подчините;подчиним;подчинят;подчини;подчините;;подчинив, *подчинивши;;подчинивший;;подчинённый
1716;8864;C2;"clamber; scramble";"grimper; gravir";карабкаться;;;;;;несовер.;карабкаться/вскарабкаться;reflexive;not movement;карабкаюсь;карабкаешься;карабкается;карабкаетесь;карабкаемся;карабкаются;карабкайся;карабкайтесь;карабкаясь;карабкавшись;карабкающийся;карабкавшийся;карабкающийся;карабкавшийся
10000;10000;C2;climb (up, onto);grimper;вскарабкаться;;;;;;совер.;карабкаться/вскарабкаться;reflexive;movement aspect unset;;;;;;;;;;;;;;
1717;8867;C2;kick;pousser avec le pied;пинать;;;;;;несовер.;пинать/пнуть;not reflexive;not movement;пинаю;пинаешь;пинает;пинаете;пинаем;пинают;пинай;пинайте;пиная;пинав;пинающий;пинавший;пинаемый;
10000;10000;C2;kick;donner un coup de pied de poing;пнуть;;;;;;совер.;пинать/пнуть;not reflexive;movement;пну;пнёшь;пнёт;пнёте;пнём;пнут;пни;пните;;пнув, *пнувши;;пнувший;;
1718;8872;C2;"accent; accentuate";accentuer;акцентировать;;;;;;не/совер.;;not reflexive;not movement;акцентирую;акцентируешь;акцентирует;акцентируете;акцентируем;акцентируют;акцентируй;акцентируйте;акцентируя;акцентировав;акцентирующий;акцентировавший;акцентируемый;акцентированный
1719;8876;C2;"waken; (a)rouse";"réveiller; éveiller";пробуждать;;;;;;несовер.;пробуждать/пробудить;not reflexive;not movement;пробуждаю;пробуждаешь;пробуждает;пробуждаете;пробуждаем;пробуждают;пробуждай;пробуждайте;пробуждая;пробуждав;пробуждающий;пробуждавший;пробуждаемый;
10000;10000;C2;"waken; (a)rouse";"réveiller; éveiller";пробудить;;;;;;совер.;пробуждать/пробудить;not reflexive;not movement;пробужу;пробудишь;пробудит;пробудите;пробудим;пробудят;пробуди;пробудите;;пробудив, *пробудивши;;пробудивший;;пробуждённый
1720;8877;C2;"reign; rule";régner;царствовать;;;;;;несовер.;;not reflexive;movement;царствую;царствуешь;царствует;царствуете;царствуем;царствуют;царствуй;царствуйте;царствуя;царствовав;царствующий;царствовавший;царствующий;царствовавший
1721;8880;C2;"soften; extenuate";"amollir; adoucir";смягчать;;;;;;несовер.;смягчать/смягчить;not reflexive;not movement;смягчаю;смягчаешь;смягчает;смягчаете;смягчаем;смягчают;смягчай;смягчайте;смягчая;смягчав;смягчающий;смягчавший;смягчаемый;
10000;10000;C2;"soften; extenuate";"amollir; adoucir";смягчить;;;;;;совер.;смягчать/смягчить;not reflexive;not movement;смягчу;смягчишь;смягчит;смягчите;смягчим;смягчат;смягчи;смягчите;;смягчив, *смягчивши;;смягчивший;;смягчённый
1722;8883;C2;crown;couronner;венчать;;;;;;не/совер.;;not reflexive;not movement;венчаю;венчаешь;венчает;венчаете;венчаем;венчают;венчай;венчайте;венчая;венчав;венчающий;венчавший;венчаемый;
1723;8885;C2;drag (in, into);"entraîner dans; engager dans";вовлекать;;;;;;несовер.;вовлекать/вовлечь;not reflexive;not movement;вовлекаю;вовлекаешь;вовлекает;вовлекаете;вовлекаем;вовлекают;вовлекай;вовлекайте;вовлекая;вовлекав;вовлекающий;вовлекавший;вовлекаемый;
10000;10000;C2;drag (in, into);"entraîner dans; engager dans";вовлечь;;;неправ.;;;совер.;вовлекать/вовлечь;not reflexive;not movement;вовлеку;вовлечёшь;вовлечёт;вовлечёте;вовлечём;вовлекут;вовлеки;вовлеките;;вовлёкши;;вовлёкший;;вовлечённый
1724;8886;C2;"fill up (with); heap up (with)";"combler; ensevelir";заваливать;;;;;;несовер.;заваливать/завалить;not reflexive;not movement;заваливаю;заваливаешь;заваливает;заваливаете;заваливаем;заваливают;заваливай;заваливайте;заваливая;заваливав;заваливающий;заваливавший;заваливаемый;
10000;10000;C2;"fill up (with); heap up (with)";"combler; ensevelir";завалить;;;неправ.;;;совер.;заваливать/завалить;not reflexive;not movement;завалю;завалишь;завалит;завалите;завалим;завалят;завали;завалите;;завалив, *заваливши;;заваливший;;заваленный
